1060;Miguel Sossai;Rua Joaquim Eugênio de Lima, 8425, Venâncio Aires, RS;(51) 580-0464
1061;Melissa Salvador;Rua Joaquim José de Mattos, 9301, Venâncio Aires, RS;(51) 219-2020
1062;Miguel Pereira;Rua José Lopes de Almeida, 3521, Venâncio Aires, RS;(51) 247-0822
1063;Luiza Ferreira;Rua Lorena, 8090, Venâncio Aires, RS;(51) 444-8402
1064;Joaquim de Almeida;Rua Macieira da Maia, 3136, Venâncio Aires, RS;(51) 571-1900
1065;Lavinia Calmon;Rua Maruás, 8621, Venâncio Aires, RS;(51) 212-9740
1066;Luiz Otavio Salvador;Rua Messina, 5169, Venâncio Aires, RS;(51) 611-1275
1067;Lais De Angeli;Rua Ministro Rocha Azevedo, 5138, Venâncio Aires, RS;(51) 578-5997
1068;Ruan de Souza;Rua Mognos, 4594, Venâncio Aires, RS;(51) 532-6580
1069;Yuri Caliman;Rua Nice, 277, Venâncio Aires, RS;(51) 509-3100
1070;Breno Costalonga;Rua Nothmann, 7458, Venâncio Aires, RS;(51) 450-0247
1071;Liz de Oliveira;Rua Olga, 8373, Venâncio Aires, RS;(51) 687-9268
1072;Ana Julia Calmon;Rua Paineiras, 6785, Venâncio Aires, RS;(51) 619-4234
1073;Gabrielly Agrizzi;Rua Primeiro-Sargento Basílio Nogueira da Costa, 399, Venâncio Aires, RS;(51) 409-4352
1074;Maria Eduarda Sossai;Rua Primeiro-Sargento Osmar Cortez Claro, 9430, Venâncio Aires, RS;(51) 634-7775
1075;Mariana Silva;Rua Rainha Santa, 1072, Venâncio Aires, RS;(51) 538-4606
1076;Augusto Tosi;Rua Raja Gabaglia, 4281, Venâncio Aires, RS;(51) 231-6531
1077;Arthur Altoe;Rua Ribeiro da Silva, 1848, Venâncio Aires, RS;(51) 526-6890
1078;Vitor Botteon;Rua Ribeirão Preto, 1006, Venâncio Aires, RS;(51) 489-0998
1079;Tomas Della Coletta;Rua Rio Claro, 9230, Venâncio Aires, RS;(51) 226-5946
1080;Ana Luiza Botteon;Rua Rodrigo de Brum, 2811, Venâncio Aires, RS;(51) 465-8291
1081;Vitor Hugo Altoe;Rua Rubião Júnior, 5106, Venâncio Aires, RS;(51) 352-5262
1082;Eloah Alves;Rua Santo Amaro, 1632, Venâncio Aires, RS;(51) 275-7661
1083;Heitor Silva;Rua Santos, 421, Venâncio Aires, RS;(51) 662-8916
1084;Arthur Miguel Zampirolli;Rua Sarutaiá, 7110, Venâncio Aires, RS;(51) 322-6652
1085;Isabelly De Angeli;Rua Segundo-Sargento Ananias Holanda de Oliveira, 5784, Venâncio Aires, RS;(51) 690-5499
1086;Joao de Almeida;Rua Segundo-Sargento Andiras Nogueira de Abreu, 7610, Venâncio Aires, RS;(51) 465-6197
1087;Bryan Alves;Rua Segundo-Sargento Fábio Pavani, 1104, Venâncio Aires, RS;(51) 574-5031
1088;Louise Caliman;Rua Segundo-Sargento Névio Baracho dos Santos, 7970, Venâncio Aires, RS;(51) 562-7113
1089;Arthur Miguel Caliman;Rua Segundo-Sargento Rubens Leite, 2617, Venâncio Aires, RS;(51) 457-8051
1090;Giovanna Salvador;Rua Sorimãs, 2739, Venâncio Aires, RS;(51) 432-4135
1091;Calebe Ferreira;Rua Subtenente-Aviador Francisco Hierro, 871, Venâncio Aires, RS;(51) 546-8910
1092;Pedro Miguel Agrizzi;Rua Suzana, 5992, Venâncio Aires, RS;(51) 430-9413
1093;Enrico Pereira;Rua Terceiro-Sargento Alcides de Oliveira, 1058, Venâncio Aires, RS;(51) 226-7647
1094;Liz Botteon;Rua Thereza T. Sbrighi, 7269, Venâncio Aires, RS;(51) 427-1846
1095;Ian Silva;Rua Tietê, 1398, Venâncio Aires, RS;(51) 372-8670
1096;Enrico da Costa;Rua Tirió, 904, Venâncio Aires, RS;(51) 321-6662
1097;Gabriela de Oliveira;Rua Uananá, 3624, Venâncio Aires, RS;(51) 338-0756
1098;Melissa de Almeida;Rua Uapixana, 9059, Venâncio Aires, RS;(51) 687-4346
1099;Benicio Zanette;Rua Vicente Pinzon, 4919, Venâncio Aires, RS;(51) 451-8127
1100;Maria Vitoria da Costa;Rua das Amoreiras, 4246, Venâncio Aires, RS;(51) 225-0759
1101;Isabel Della Coletta;Rua das Andorinhas, 2564, Venâncio Aires, RS;(51) 305-8517
1102;Maria Valentina Salvador;Rua das Begônias, 5950, Venâncio Aires, RS;(51) 433-4736
1103;Isabelly Silva;Rua das Boninas, 5837, Venâncio Aires, RS;(51) 297-5938
1104;Carolina da Costa;Rua das Cerejeiras, 2053, Venâncio Aires, RS;(51) 280-8987
1105;Davi Miguel Botteon;Rua das Limeiras, 4432, Venâncio Aires, RS;(51) 363-5045
1106;Vicente Silva;Rua das Palmeiras, 781, Venâncio Aires, RS;(51) 453-2461
1107;Yasmin Falqueto;Rua das Pitangueiras, 7606, Venâncio Aires, RS;(51) 344-5309
1108;Maria Valentina Zanette;Rua das Quaresmeiras, 6907, Venâncio Aires, RS;(51) 366-9272
1109;Theo Pesca;Rua das Roseiras, 4960, Venâncio Aires, RS;(51) 647-7997
1110;Benjamin Agrizzi;Rua do Bem-te-vi, 5614, Venâncio Aires, RS;(51) 617-9380
1111;Enzo Miguel Fernandes;Rua do Café, 3410, Venâncio Aires, RS;(51) 250-5359
1112;Mariah Gomes;Rua do Castelinho, 776, Venâncio Aires, RS;(51) 522-8544
1113;Davi Luiz da Silva;Rua do Conde, 1257, Venâncio Aires, RS;(51) 368-9518
1114;Livia Falqueto;Rua do Feudo, 5998, Venâncio Aires, RS;(51) 567-8194
1115;Maria Caliman;Rua do Imperador, 8744, Venâncio Aires, RS;(51) 214-1519
1116;Rafaela Costalonga;Rua dos Aicás, 6838, Venâncio Aires, RS;(51) 519-4910
1117;Rebeca Ferreira;Rua dos Anapurus, 5788, Venâncio Aires, RS;(51) 311-0143
1118;Joana De Angeli;Rua dos Apetupás, 511, Venâncio Aires, RS;(51) 621-2471
1119;Maria Isis Fernandes;Rua dos Arapanés, 2185, Venâncio Aires, RS;(51) 297-6976
1120;Lais Silva;Rua dos Araés, 3154, Venâncio Aires, RS;(51) 625-9207
1121;Leonardo Pesca;Rua dos Auetis, 5532, Venâncio Aires, RS;(51) 688-9169
1122;Isadora Della Coletta;Rua dos Beija Flores, 6340, Venâncio Aires, RS;(51) 370-6254
1123;Murilo de Souza;Rua dos Beija-Flor, 2334, Venâncio Aires, RS;(51) 575-8198
1124;Vinicius Calmon;Rua dos Camaiurás, 1779, Venâncio Aires, RS;(51) 600-5591
1125;Gustavo de Souza;Rua dos Canários, 6791, Venâncio Aires, RS;(51) 625-9008
1126;Beatriz Pereira;Rua dos Cardeais, 8426, Venâncio Aires, RS;(51) 508-1812
1127;Clara Fernandes;Rua dos Ciprestes, 9307, Venâncio Aires, RS;(51) 455-7016
1128;Milena Sossai detto Pegorer;Rua dos Contadores, 2670, Venâncio Aires, RS;(51) 583-5752
1129;Nicole Zandonadi;Rua dos Eucalíptos, 5421, Venâncio Aires, RS;(51) 574-3468
1130;Maria Valentina Ferreira;Rua dos Guaiases, 1064, Venâncio Aires, RS;(51) 230-0558
1131;Guilherme Gomes;Rua dos Guaicanãs, 5696, Venâncio Aires, RS;(51) 437-3945
1132;Noah Calmon;Rua dos Guainumbis, 1082, Venâncio Aires, RS;(51) 665-5641
1133;Lucas Della Coletta;Rua dos Guaiós, 3441, Venâncio Aires, RS;(51) 320-1034
1134;Agatha Zampirolli;Rua dos Guaramomis, 8222, Venâncio Aires, RS;(51) 589-9421
1135;Pedro Lucas Altoe;Rua dos Guatás, 8823, Venâncio Aires, RS;(51) 456-6607
1136;Maria Flor Silva;Rua dos Indígenas, 7694, Venâncio Aires, RS;(51) 669-4800
1137;Thiago Silva;Rua dos Ipês, 6105, Venâncio Aires, RS;(51) 607-8146
1138;Heitor da Silva;Rua dos Jambos, 8919, Venâncio Aires, RS;(51) 628-4750
1139;Guilherme Ferreira;Rua dos Jaúnas, 1823, Venâncio Aires, RS;(51) 278-0491
1140;Vicente Alves;Rua dos Jurupis, 7849, Venâncio Aires, RS;(51) 695-3417
1141;Isabella de Souza;Rua dos Maracatins, 5524, Venâncio Aires, RS;(51) 240-5730
1142;Liz Sossai detto Pegorer;Rua dos Marfins, 3342, Venâncio Aires, RS;(51) 415-0600
1143;Igor de Almeida;Rua dos Nhambiquaras, 8093, Venâncio Aires, RS;(51) 447-9978
1144;Mariah de Souza;Rua dos Pamaris, 3655, Venâncio Aires, RS;(51) 280-3389
1145;Pedro Alves;Rua dos Pardais, 3715, Venâncio Aires, RS;(51) 318-2004
1146;Oliver da Silva;Rua dos Pinheiros, 9370, Venâncio Aires, RS;(51) 662-6782
1147;Cecilia Silva;Rua dos Pintassilgos, 1771, Venâncio Aires, RS;(51) 499-1808
1148;Arthur Miguel da Silva;Rua dos Piratinins, 9422, Santa Cruz do Sul, RS;(51) 604-6695
1149;Benicio Zandonadi;Rua dos Quinimuras, 2002, Santa Cruz do Sul, RS;(51) 415-1784
1150;Pedro Miguel da Costa;Rua dos Sabiás, 7095, Santa Cruz do Sul, RS;(51) 364-4428
1151;Maria Laura Pereira;Rua dos Salgueiros, 4582, Santa Cruz do Sul, RS;(51) 271-1187
1152;Yago Fernandes;Rua dos Tacaúnas, 8126, Santa Cruz do Sul, RS;(51) 521-2985
1153;Enzo Calmon;Rua dos Tucanos, 6597, Santa Cruz do Sul, RS;(51) 220-1978
1154;Calebe Altoe;Rua dos Tupinas, 5388, Santa Cruz do Sul, RS;(51) 359-8694
1155;Beatriz Falqueto;Rua dos Tupiniquins, 4493, Santa Cruz do Sul, RS;(51) 324-2451
1156;Lavinia Salvador;Rua dos Uapês, 4995, Santa Cruz do Sul, RS;(51) 254-7733
1157;Isis Altoe;Rua dos Ubiatans, 5295, Santa Cruz do Sul, RS;(51) 472-0547
1158;Nicolas Silva;Rua Álvaro de Morais, 3936, Santa Cruz do Sul, RS;(51) 319-4117
1159;Lavinia de Almeida;Antiga Estrada São Paulo Paraná, 6527, Santa Cruz do Sul, RS;(51) 598-1278
1160;Davi Salvador;Avenida 24 de Agosto, 7972, Santa Cruz do Sul, RS;(51) 560-9893
1161;Ana Livia de Almeida;Avenida Abaneiro, 517, Santa Cruz do Sul, RS;(51) 605-8132
1162;Bruna Braga;Avenida Abílio Pereira de Almeida, 6271, Santa Cruz do Sul, RS;(51) 502-8613
1163;Amanda Alves;Avenida Academia de São Paulo, 4030, Santa Cruz do Sul, RS;(51) 411-2215
1164;Emilly Altoe;Avenida Adelina Abranches, 4158, Santa Cruz do Sul, RS;(51) 469-5505
1165;Maria Clara Zandonadi;Avenida Adelino Jorge Montenegro, 7947, Santa Cruz do Sul, RS;(51) 435-1224
1166;Beatriz Fernandes;Avenida Adhemar Gonzaga, 6147, Santa Cruz do Sul, RS;(51) 216-4624
1167;Rafaela Botteon;Avenida Adolfo Coelho, 8807, Santa Cruz do Sul, RS;(51) 275-2107
1168;Maya da Costa;Avenida Adolfo Pinheiro, 5607, Santa Cruz do Sul, RS;(51) 655-6666
1169;Calebe de Souza;Avenida Adriano Bertozzi, 7030, Santa Cruz do Sul, RS;(51) 312-9828
1170;Ana Sophia Gomes;Avenida Adutora do Rio Claro, 7745, Santa Cruz do Sul, RS;(51) 666-1276
1171;Isabel de Souza;Avenida Adélia Chohfi, 3934, Santa Cruz do Sul, RS;(51) 311-0691
1172;Livia Calmon;Avenida Affonso D'Escragnolle Taunay, 8365, Santa Cruz do Sul, RS;(51) 682-8177
1173;Caua Agrizzi;Avenida Afonso Lopes de Baião, 9576, Santa Cruz do Sul, RS;(51) 307-8289
1174;Ana Cecilia Salvador;Avenida Afonso Mariano Fagundes, 4466, Santa Cruz do Sul, RS;(51) 310-2122
1175;Arthur Miguel Alves;Avenida Afonso de Sampaio e Sousa, 7687, Santa Maria, RS;(51) 657-9358
1176;Joana Botteon;Avenida Afrânio Peixoto, 9518, Santa Maria, RS;(51) 680-5229
1177;Louise Braga;Avenida Agami, 4745, Santa Maria, RS;(51) 688-7582
1178;Luiz Otavio de Almeida;Avenida Agenor Couto de Magalhães, 8536, Santa Maria, RS;(51) 657-6091
1179;Rebeca Agrizzi;Avenida Agenor de Oliveira, 6946, Santa Maria, RS;(51) 606-6186
1180;Pietro Sossai detto Pegorer;Avenida Agostinho Rubin, 4254, Santa Maria, RS;(51) 498-8793
1181;Rafaela De Angeli;Avenida Aguiar da Beira, 3578, Santa Maria, RS;(51) 362-9050
1182;Rafael De Angeli;Avenida Airton Pretini, 3579, Santa Maria, RS;(51) 225-3953
1183;Yago Altoe;Avenida Ajarani, 2530, Santa Maria, RS;(51) 613-5457
1184;Pedro Henrique Alves;Avenida Albert Bartholome, 9484, Santa Maria, RS;(51) 356-3986
1185;Beatriz de Souza;Avenida Albert Einstein, 3981, Santa Maria, RS;(51) 464-9711
1186;Maria Alice Braga;Avenida Alberto Augusto Alves, 3088, Santa Maria, RS;(51) 337-5851
1187;Helena de Souza;Avenida Alberto Byington, 940, Santa Maria, RS;(51) 439-2846
1188;Luna Tosi;Avenida Alberto Camus, 5942, Santa Maria, RS;(51) 553-7034
1189;Matheus Pereira;Avenida Alberto Fontana, 2574, Santa Maria, RS;(51) 527-2408
1190;Enrico Zanette;Avenida Alberto Ramos, 2447, Santa Maria, RS;(51) 583-0357
1191;Benjamin Ferreira;Avenida Alberto Vicente Cardoso, 6800, Santa Maria, RS;(51) 639-9042
1192;Anthony Fernandes;Avenida Alberto de Faria Cardoso, 9837, Santa Maria, RS;(51) 641-8802
1193;Henry Botteon;Avenida Alcides Sangirardi, 6508, Santa Maria, RS;(51) 431-8444
1194;Joaquim Della Coletta;Avenida Alcindo Ferreira, 3356, Santa Maria, RS;(51) 581-4567
1195;Ricardo Zampirolli;Avenida Alcântara Machado, 9414, Santa Maria, RS;(51) 529-4334
1196;Nathan Caliman;Avenida Alda, 163, Santa Maria, RS;(51) 571-4952
1197;Stella Sossai;Avenida Aldeia Manuel Antônio, 6834, Santa Maria, RS;(51) 589-3320
1198;Luan Zandonadi;Avenida Aldo João Rinaldi, 2758, Santa Maria, RS;(51) 489-5892
1199;Maria Gomes;Avenida Aldo Ribeiro Luz, 3446, Santa Maria, RS;(51) 642-7810
1200;Enzo Gabriel Tosi;Avenida Alexandre Colares, 7866, Santa Maria, RS;(51) 227-7355
1201;Stella Zanette;1ª Travessa Edalberto dos Santos, 3743, Venâncio Aires, RS;(51) 589-3146
1202;Natalia de Souza;2ª Travessa Edalberto dos Santos, 3416, Venâncio Aires, RS;(51) 437-2067
1203;Augusto Caliman;3ª Travessa Edalberto dos Santos, 4619, Venâncio Aires, RS;(51) 411-9936
1204;Henry De Angeli;3ª Travessa Maria Mayer, 1270, Venâncio Aires, RS;(51) 642-1568
1205;Bento Sossai detto Pegorer;Acampamento Acaricuara, 7160, Venâncio Aires, RS;(51) 347-1748
1206;Erick Salvador;Acesso Andorinha Cristal, 3640, Venâncio Aires, RS;(51) 511-5687
1207;Gustavo Ferreira;Acesso Anum-Preto, 6587, Venâncio Aires, RS;(51) 576-3036
1208;Enzo da Silva;Acesso Araponga Martelo, 6804, Venâncio Aires, RS;(51) 461-9154
1209;Laura Alves;Acesso Arara Azul, 6500, Venâncio Aires, RS;(51) 504-6370
1210;Ana Laura Altoe;Acesso Bem-te-vi Amarelo, 9762, Venâncio Aires, RS;(51) 451-5153
1211;Bento Calmon;Acesso Canário Belga, 9827, Venâncio Aires, RS;(51) 438-2485
1212;Maria Pereira;Acesso Coan do Brejo, 2468, Venâncio Aires, RS;(51) 690-4881
1213;Aurora Zanette;Acesso Curió Cristal, 1878, Venâncio Aires, RS;(51) 668-0744
1214;Joao Fernandes;Acesso Gaivota Cinza, 1936, Venâncio Aires, RS;(51) 373-9566
1215;Leticia de Souza;Acesso Garça Branca, 5385, Venâncio Aires, RS;(51) 384-1133
1216;Giulia de Almeida;Acesso Gavião Real, 5798, Venâncio Aires, RS;(51) 201-1367
1217;Enzo Zampirolli;Acesso Juriti Marrom, 1124, Venâncio Aires, RS;(51) 374-0521
1218;Bryan Braga;Acesso Pardal Cinza, 5880, Venâncio Aires, RS;(51) 556-8170
1219;Gabriela Falqueto;Acesso Pavão Real, 9803, Venâncio Aires, RS;(51) 478-8151
1220;Caio Sossai;Acesso Pintassilgo Rosa, 3650, Venâncio Aires, RS;(51) 207-4262
1221;Davi Miguel de Oliveira;Acesso Pixoxó da Serra, 3461, Venâncio Aires, RS;(51) 473-3465
1222;Heitor Alves;Acesso Sabiá Laranjeira, 8374, Venâncio Aires, RS;(51) 272-4053
1223;Antonio de Almeida;Acesso Tucano Preto, 4344, Venâncio Aires, RS;(51) 665-4169
1224;Louise Botteon;Acesso Uirapuru do Sertão, 3334, Venâncio Aires, RS;(51) 208-6925
1225;Maria Sophia da Silva;Rua Afonso Bocchiglieri, 5013, Venâncio Aires, RS;(51) 220-3376
1226;Enrico de Oliveira;Rua Afonso Schmidt, 6140, Venâncio Aires, RS;(51) 256-6886
1227;Manuela Sossai;Rua Agenor Couto Magalhães, 2063, Venâncio Aires, RS;(51) 466-2160
1228;Daniel Sossai detto Pegorer;Rua Aristotenes Cláudio Sbrigh, 7953, Venâncio Aires, RS;(51) 646-0731
1229;Calebe de Almeida;Rua Barros, 1395, Venâncio Aires, RS;(51) 648-0116
1230;Bianca de Souza;Rua Barão de Limeira, 9640, Venâncio Aires, RS;(51) 210-2303
1231;Joao Lucas Braga;Rua Barão de Piracicaba, 4306, Venâncio Aires, RS;(51) 588-8747
1232;Sophia de Oliveira;Rua Calcutá, 3553, Venâncio Aires, RS;(51) 503-3312
1233;Mirella Ferreira;Rua Calicut, 7003, Venâncio Aires, RS;(51) 512-2196
1234;Elisa Pereira;Rua Campinas, 8321, Venâncio Aires, RS;(51) 628-4099
1235;Ayla de Oliveira;Rua Canuri, 1224, Venâncio Aires, RS;(51) 474-0934
1236;Natalia Silva;Rua Carlos Marchais, 9334, Venâncio Aires, RS;(51) 697-8223
1237;Pedro da Costa;Rua Casa Branca, 663, Venâncio Aires, RS;(51) 328-9944
1238;Olivia Fernandes;Rua Caviunas, 2563, Venâncio Aires, RS;(51) 403-4592
1239;Ana Clara Braga;Rua Cleveland, 2730, Venâncio Aires, RS;(51) 213-3297
1240;Maria Sophia Gomes;Rua Coqueiros, 6070, Venâncio Aires, RS;(51) 554-2543
1241;Bruna Gomes;Rua Cravos, 5156, Venâncio Aires, RS;(51) 639-9236
1242;Breno de Oliveira;Rua Dino Bueno, 5325, Venâncio Aires, RS;(51) 255-1630
1243;Rebeca Pereira;Rua Doutor Sílvio de Campos, 5527, Venâncio Aires, RS;(51) 568-0703
1244;Luiz Gustavo de Oliveira;Rua Eduardo Prado, 4000, Venâncio Aires, RS;(51) 374-1525
1245;Calebe da Silva;Rua Fernão Cardim, 3917, Venâncio Aires, RS;(51) 206-6549
1246;Thomas Calmon;Rua Franca, 6233, Venâncio Aires, RS;(51) 316-0546
1247;Anthony Tosi;Rua Gabriel Monteiro da Silva, 6615, Venâncio Aires, RS;(51) 219-0359
1248;Mathias Braga;Rua Glete, 4416, Venâncio Aires, RS;(51) 587-8613
1249;Joao Lucas Sossai detto Pegorer;Rua Guaicanãs dos, 6369, Venâncio Aires, RS;(51) 623-3588
1250;Luiz Henrique Botteon;Rua Guairacá, 7968, Venâncio Aires, RS;(51) 230-8623
1251;Luana Gomes;Rua Guilherme Renato Sabrigh, 2678, Venâncio Aires, RS;(51) 317-9495
1252;Arthur Agrizzi;Rua Ibiracemas, 4707, Venâncio Aires, RS;(51) 323-5707
1253;Davi Della Coletta;Rua Iraé, 8337, Venâncio Aires, RS;(51) 355-4127
1254;Ana Vitoria Silva;Rua Itu, 7062, Venâncio Aires, RS;(51) 297-7680
1255;Ana Beatriz Agrizzi;Rua Itupiranga, 7672, Venâncio Aires, RS;(51) 631-3716
1256;Joao Gabriel Della Coletta;Rua Jacarandas, 277, Venâncio Aires, RS;(51) 349-3253
1257;Rodrigo Altoe;Rua Jauaperi, 1484, Venâncio Aires, RS;(51) 402-5438
1258;Felipe da Silva;Rua Jaú, 1098, Venâncio Aires, RS;(51) 482-4023
1259;Maria Fernanda Botteon;Rua Jequitibas, 4657, Venâncio Aires, RS;(51) 609-6752
1260;Ayla Pesca;Rua Joaquim Eugênio de Lima, 1579, Venâncio Aires, RS;(51) 515-8088
1261;Joao Vitor Sossai detto Pegorer;Rua Joaquim José de Mattos, 8046, Venâncio Aires, RS;(51) 424-7228
1262;Camila da Costa;Rua José Lopes de Almeida, 9230, Venâncio Aires, RS;(51) 236-2885
1263;Aurora Caliman;Rua Lorena, 469, Venâncio Aires, RS;(51) 698-8530
1264;Gabriel de Oliveira;Rua Macieira da Maia, 1403, Venâncio Aires, RS;(51) 576-1783
1265;Lucas Gomes;Rua Maruás, 2717, Venâncio Aires, RS;(51) 611-3898
1266;Leticia de Almeida;Rua Messina, 1330, Venâncio Aires, RS;(51) 602-2749
1267;Vitor Hugo Alves;Rua Ministro Rocha Azevedo, 6038, Venâncio Aires, RS;(51) 437-2720
1268;Alexandre Ferreira;Rua Mognos, 8213, Venâncio Aires, RS;(51) 675-4101
1269;Heitor da Costa;Rua Nice, 4187, Venâncio Aires, RS;(51) 362-7968
1270;Bryan Della Coletta;Rua Nothmann, 7146, Venâncio Aires, RS;(51) 470-7786
1271;Isabel Salvador;Rua Olga, 6457, Venâncio Aires, RS;(51) 531-7845
1272;Maria Flor Fernandes;Rua Paineiras, 4168, Venâncio Aires, RS;(51) 293-0544
1273;Manuela Zampirolli;Rua Primeiro-Sargento Basílio Nogueira da Costa, 1240, Venâncio Aires, RS;(51) 324-8280
1274;Sarah Della Coletta;Rua Primeiro-Sargento Osmar Cortez Claro, 3028, Venâncio Aires, RS;(51) 533-1465
1275;Davi Gomes;Rua Rainha Santa, 2053, Venâncio Aires, RS;(51) 475-1606
1276;Olivia Calmon;Rua Raja Gabaglia, 1856, Venâncio Aires, RS;(51) 536-8004
1277;Fernanda Caliman;Rua Ribeiro da Silva, 4148, Venâncio Aires, RS;(51) 494-1284
1278;Enzo Gabriel Alves;Rua Ribeirão Preto, 4691, Venâncio Aires, RS;(51) 689-1254
1279;Pietra Pereira;Rua Rio Claro, 3111, Venâncio Aires, RS;(51) 627-8675
1280;Vitoria Alves;Rua Rodrigo de Brum, 1710, Venâncio Aires, RS;(51) 350-8526
1281;Maria Sophia Pereira;Rua Rubião Júnior, 9171, Venâncio Aires, RS;(51) 601-1968
1282;Kaique Della Coletta;Rua Santo Amaro, 6197, Venâncio Aires, RS;(51) 599-4803
1283;Maria Isis Agrizzi;Rua Santos, 8819, Venâncio Aires, RS;(51) 667-1262
1284;Benjamin Costalonga;Rua Sarutaiá, 1668, Venâncio Aires, RS;(51) 461-1200
1285;Ana Livia de Oliveira;Rua Segundo-Sargento Ananias Holanda de Oliveira, 4964, Venâncio Aires, RS;(51) 611-8020
1286;Isaac Altoe;Rua Segundo-Sargento Andiras Nogueira de Abreu, 8515, Venâncio Aires, RS;(51) 244-2327
1287;Bianca Zandonadi;Rua Segundo-Sargento Fábio Pavani, 9378, Venâncio Aires, RS;(51) 595-0293
1288;Yuri Pesca;Rua Segundo-Sargento Névio Baracho dos Santos, 6443, Venâncio Aires, RS;(51) 240-7249
1289;Sarah Zampirolli;Rua Segundo-Sargento Rubens Leite, 3021, Venâncio Aires, RS;(51) 416-4483
1290;Lucas Gabriel Zampirolli;Rua Sorimãs, 3195, Venâncio Aires, RS;(51) 535-3815
1291;Mariana Tosi;Rua Subtenente-Aviador Francisco Hierro, 3621, Venâncio Aires, RS;(51) 228-0280
1292;Levi Silva;Rua Suzana, 3448, Venâncio Aires, RS;(51) 529-7832
1293;Larissa Silva;Rua Terceiro-Sargento Alcides de Oliveira, 4370, Venâncio Aires, RS;(51) 504-4560
1294;Joaquim Ferreira;Rua Thereza T. Sbrighi, 8652, Venâncio Aires, RS;(51) 471-8726
1295;Maria Laura Tosi;Rua Tietê, 1938, Venâncio Aires, RS;(51) 488-2242
1296;Maria Cecilia Tosi;Rua Tirió, 5107, Venâncio Aires, RS;(51) 630-1575
1297;Lucca de Oliveira;Rua Uananá, 942, Venâncio Aires, RS;(51) 216-3913
1298;Yuri Agrizzi;Rua Uapixana, 8755, Venâncio Aires, RS;(51) 523-5263
1299;Allana Zandonadi;Rua Vicente Pinzon, 9829, Venâncio Aires, RS;(51) 485-3218
1300;Carolina Sossai;Rua das Amoreiras, 7731, Venâncio Aires, RS;(51) 670-0462
1301;Calebe Calmon;Rua das Andorinhas, 7484, Venâncio Aires, RS;(51) 267-8614
1302;Davi Botteon;Rua das Begônias, 4861, Venâncio Aires, RS;(51) 441-5915
1303;Ricardo Caliman;Rua das Boninas, 670, Venâncio Aires, RS;(51) 570-9691
1304;Heloisa Gomes;Rua das Cerejeiras, 130, Venâncio Aires, RS;(51) 576-8646
1305;Isabelly Altoe;Rua das Limeiras, 9482, Venâncio Aires, RS;(51) 332-3292
1306;Nicolas Costalonga;Rua das Palmeiras, 4894, Venâncio Aires, RS;(51) 394-2779
1307;Maria Sophia Costalonga;Rua das Pitangueiras, 1635, Venâncio Aires, RS;(51) 553-6053
1308;Emanuelly Botteon;Rua das Quaresmeiras, 9680, Venâncio Aires, RS;(51) 522-7781
1309;Yasmin Altoe;Rua das Roseiras, 1927, Venâncio Aires, RS;(51) 211-8861
1310;Beatriz Zanette;Rua do Bem-te-vi, 5597, Venâncio Aires, RS;(51) 560-1153
1311;Isadora Falqueto;Rua do Café, 8505, Venâncio Aires, RS;(51) 490-8461
1312;Arthur Henrique Ferreira;Rua do Castelinho, 5289, Venâncio Aires, RS;(51) 692-0886
1313;Esther Alves;Rua do Conde, 2725, Venâncio Aires, RS;(51) 363-1742
1314;Andre Zampirolli;Rua do Feudo, 6950, Venâncio Aires, RS;(51) 651-9562
1315;Pietro Alves;Rua do Imperador, 4446, Venâncio Aires, RS;(51) 308-9143
1316;Joao Lucas Agrizzi;Rua dos Aicás, 9207, Venâncio Aires, RS;(51) 673-5217
1317;Larissa Sossai detto Pegorer;Rua dos Anapurus, 6222, Venâncio Aires, RS;(51) 526-8294
1318;Alice Silva;Rua dos Apetupás, 4852, Venâncio Aires, RS;(51) 244-7762
1319;Ricardo de Almeida;Rua dos Arapanés, 1955, Venâncio Aires, RS;(51) 365-5765
1320;Livia de Almeida;Rua dos Araés, 9183, Venâncio Aires, RS;(51) 596-2231
1321;Maria Helena Caliman;Rua dos Auetis, 1787, Venâncio Aires, RS;(51) 204-9406
1322;Manuela de Almeida;Rua dos Beija Flores, 665, Venâncio Aires, RS;(51) 582-0865
1323;Gael da Costa;Rua dos Beija-Flor, 8174, Venâncio Aires, RS;(51) 306-2044
1324;Vitor Gomes;Rua dos Camaiurás, 7674, Venâncio Aires, RS;(51) 243-6558
1325;Nathan De Angeli;Rua dos Canários, 9071, Venâncio Aires, RS;(51) 322-5291
1326;Gael Tosi;Rua dos Cardeais, 9268, Venâncio Aires, RS;(51) 686-4564
1327;Nicolas Ferreira;Rua dos Ciprestes, 8932, Venâncio Aires, RS;(51) 338-5583
1328;Arthur Henrique Agrizzi;Rua dos Contadores, 8025, Venâncio Aires, RS;(51) 398-8387
1329;Ana Julia Braga;Rua dos Eucalíptos, 6367, Venâncio Aires, RS;(51) 559-8226
1330;Davi Lucca De Angeli;Rua dos Guaiases, 6891, Venâncio Aires, RS;(51) 557-2332
1331;Enrico de Almeida;Rua dos Guaicanãs, 1194, Venâncio Aires, RS;(51) 562-2059
1332;Julia De Angeli;Rua dos Guainumbis, 392, Venâncio Aires, RS;(51) 520-6147
1333;Ana Sophia de Souza;Rua dos Guaiós, 3591, Venâncio Aires, RS;(51) 422-2254
